cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
R06848;Q4013499;umano;Vincenzo Rossi;Vincenzo Rossitto;1887;1976;m;m;Italia;Italia;Lauria;Siracusa;calzolaio;pugile;Ferdinando;;;pugile italiano;6;
R07033;Q23818788;umano;Paolo Rota;Paolo Rota;1865;1886;m;m;Italia;Italia|Regno d'Italia;Almenno San Salvatore;Casalsigone;operaio;sacerdote cattolico|vescovo cattolico;Carlo;;anarchico;vescovo cattolico italiano (1886-1960);7;
R07033;Q58492411;umano;Paolo Rota;Paolo Rota;1865;0;m;m;Italia;Italia;Almenno San Salvatore;;operaio;ingegnere informatico;Carlo;;anarchico;ingegnere informatico italiano;7;
R07033;Q130543325;umano;Paolo Rota;Paolo Rota;1865;1967;m;m;Italia;Italia;Almenno San Salvatore;Bologna;operaio;italianista;Carlo;;anarchico;studioso di letteratura italiano (1967-);7;
R07033;Q112677135;umano;Paolo Rota;Paolo Rota;1865;0;m;m;Italia;Italia;Almenno San Salvatore;;operaio;astrofisico;Carlo;;anarchico;astrofisico italiano;7;
R07033;Q130543317;umano;Paolo Rota;Paolo Rota;1865;0;m;m;Italia;Italia;Almenno San Salvatore;;operaio;sceneggiatore;Carlo;;anarchico;sceneggiatore italiano;7;
R07033;Q124850477;umano;Cesare Rota;Cesare Rota Nodari;1865;1935;m;m;Italia;Italia;Almenno San Salvatore;;operaio;architetto;Carlo;;anarchico;Italian architect;7;
R07599;Q114734693;umano;Salvatore Ruggieri;Salvatore Ruggieri;1893;0;m;;Italia;;Itri;;contadino;ricercatore;Francesco;;comunista;researcher;2;
R07599;Q130848532;umano;Salvatore Ruggieri;Salvatore Ruggieri;1893;0;m;;Italia;;Itri;;contadino;;Francesco;;comunista;;2;
S00028;Q3840117;umano;Luigi Sabaini;Luigi Sabaini;1902;1917;m;m;Italia;Regno d'Italia;Mizzole;Verona;falegname;calciatore;Arduino;;comunista;calciatore italiano (1917-1945);3;
S01639;Q68910428;umano;Giovanni Sanna;Giovanni Sanna;1896;0;m;m;Italia;;Padria;;cantoniere provinciale;sacerdote cattolico;Giovanni luigi;;socialista;arcivescovo cattolico;4;
S01639;Q66788988;umano;Giovanni Sanna;Giovanni Sanna;1896;0;m;m;Italia;;Padria;;cantoniere provinciale;sacerdote cattolico|vescovo cattolico;Giovanni luigi;;socialista;vescovo cattolico;4;
S01639;Q66788987;umano;Giovanni Sanna;Giovanni Sanna;1896;1877;m;m;Italia;Italia|Regno d'Italia;Padria;Nurri;cantoniere provinciale;insegnante di scuola superiore|storico|traduttore;Giovanni luigi;;socialista;insegnante italiano di storia, saggista e traduttore (1877-1950);4;
S01639;Q16560172;umano;Giovanni Sanna;Giovanni Sanna;1896;1931;m;m;Italia;Italia|Regno d'Italia;Padria;Alghero;cantoniere provinciale;allenatore di calcio|calciatore;Giovanni luigi;;socialista;calciatore, allenatore di calcio e dirigente sportivo italiano (1931-2001);4;
S01651;Q102287555;umano;Salvatore Sanna;Salvatore Sanna;1873;0;m;m;Italia;;Bonorva;;muratore;compositore;Giommaria;;socialista;compositore;2;
S01651;Q2215661;umano;Salvatore Sanna;Salvatore Sanna;1873;1934;m;m;Italia;Italia|Regno d'Italia;Bonorva;Oristano;muratore;filologo|librettista|poeta|scrittore;Giommaria;;socialista;Italian author (1934–2018);2;
S01687;Q90454444;umano;Giovanni Sansoè;Giovanni Sansoè;1873;0;m;m;Italia;;Torino;;pittore;ricercatore;Bartolomeo;;anarchico;researcher (ORCID 0000-0003-2328-1768);1;
S02677;Q114504481;umano;Eugenio Sartori;Eugenio Sartori;1903;1830;m;m;Italia;;Dueville;Sacile;;;Luigi;;comunista;(Sacile 1830-06-15 - Calatafimi 1860-05-15 - possidente.);2;
S02677;Q100754217;umano;Eugenio Sartori;Eugenio Sartorius y Tapia;1903;1825;m;m;Italia;Spagna;Dueville;Siviglia;;personalità del mondo degli affari|politico;Luigi;;comunista;;2;
S03497;Q61481998;umano;Antonio Scali;Antonio Scalia;1890;1948;m;m;Italia;;Pontedera;Giarre;venditore ambulante;ricercatore;Primo;;anarchico;scrittore (1948-);3;
S03786;Q3609237;umano;Dirce Scarazzati;Aldo Giuntoli;1920;1914;m;m;Italia;Italia|Regno d'Italia;Milano;Empoli;cameriere;politico;Mario;;comunista;politico italiano;1;Dirce Scarazzati
S04241;Q64018540;umano;Alessandro Schiavi;Alessandro Schiavi;1872;0;m;m;Italia;;Cesenatico;;;ricercatore;Aristodemo;;socialista;researcher;2;
S04241;Q3610295;umano;Alessandro Schiavi;Alessandro Schiavi;1872;1872;m;m;Italia;Italia|Regno d'Italia;Cesenatico;Cesenatico;;giornalista|politico|scrittore;Aristodemo;;socialista;giornalista, scrittore e sociologo italiano (1872-1965);2;
S04279;Q6700133;umano;Luigi Schiavon;Luigi Schiavonetti;1869;1765;m;m;Italia;;Cesenatico;Bassano del Grappa;fornaio;calcografo|incisore;Francesco;;socialista;incisore italiano (1765-1810);3;
S04279;Q3840145;umano;Luigi Schiavon;Luigi Schiavone;1869;1959;m;m;Italia;Italia;Cesenatico;Roma;fornaio;musicista;Francesco;;socialista;chitarrista, compositore e arrangiatore italiano;3;
S04279;Q112683921;umano;Luigi Schiavon;Luigi Schiavonetti;1869;1764;m;m;Italia;;Cesenatico;;fornaio;;Francesco;;socialista;1764-1810;3;
S05321;Q105525778;umano;Giuseppe Selva;Giuseppe Selvaggi;1878;0;m;m;Italia;Italia;Pettinengo;;calzolaio;;Innocente;;socialista;autore di Accademie & biblioteche d'Italia;6;
S05321;Q3771437;umano;Giuseppe Selva;Giuseppe Selvaggi;1878;1923;m;m;Italia;Italia|Regno d'Italia;Pettinengo;Cassano all'Ionio;calzolaio;giornalista|poeta;Innocente;;socialista;giornalista e poeta italiano (1923-2004);6;
S05321;Q2857457;umano;Antonio Selva;Antonio Selva;1878;1824;m;m;Italia;Regno d'Italia;Pettinengo;Padova;calzolaio;cantante lirico;Innocente;;socialista;basso italiano;6;
S05321;Q4776975;umano;Antonio Selva;Antonio Selvaggio;1878;1958;m;m;Italia;Italia;Pettinengo;Palermo;calzolaio;fondista|mezzofondista;Innocente;;socialista;mezzofondista italiano;6;
S05321;Q3768121;umano;Giovanni Selva;Giovanni Selvaggi;1878;1881;m;m;Italia;Italia|Regno d'Italia;Pettinengo;Vizzini;calzolaio;giurista|politico;Innocente;;socialista;giurista e politico italiano (1881-1954);6;
S06100;Q100139526;umano;Carlo Sessa;Carlo Sessa;1899;1843;m;m;Italia;;Gavirate;Trani;muratore;compositore|direttore d'orchestra|insegnante|maestro di cappella;Antonio;;antifascista;compositore, docente, direttore d'orchestra, maestro di cappella;1;
S08756;Q124362220;umano;Vittorio Sossi;Viktor Sosič;1915;1915;m;m;Italia;Italia;Trieste;Opicina;studente;ingegnere|insegnante;Vittorio;;comunista;;1;Vittorio Sossi
S08782;Q3771469;umano;Giuseppe Sotgiu;Giuseppe Sotgiu;1902;1902;m;m;Italia;Italia|Regno d'Italia;Terranova Pausania;Olbia;avvocato;avvocato|politico;Antonio;;socialista;avvocato, giurista e politico italiano (1902-1980);2;
S08782;Q22105321;umano;Giuseppe Sotgiu;Giuseppe Sotgiu;1902;0;m;m;Italia;;Terranova Pausania;;avvocato;zoologo;Antonio;;socialista;zoologist;2;
S09340;Q22069571;umano;Angelo Spera;Angelo Spera;1887;1819;m;m;Italia;Regno d'Italia;Avezzano;Tito;carrettiere;politico;Fiore;;socialista;magistrato, avvocato e politico italiano (1819-1902);3;
S09340;Q95968443;umano;Angelo Spera;Angelo Sperandio;1887;1940;m;m;Italia;Italia|Regno d'Italia;Avezzano;Teramo;carrettiere;politico;Fiore;;socialista;politico italiano;3;
S09340;Q60176722;umano;Angelo Spera;Angelo Sperandi;1887;0;m;m;Italia;Sacro Romano Impero;Avezzano;;carrettiere;doratore|handicrafter|scultore;Fiore;;socialista;;3;
S09372;Q22570011;umano;Giovanni Speranza;Giovanni Speranza;1906;1470;m;m;Italia;Repubblica di Venezia;Terni;Vicenza;imbianchino|pittore;pittore;Erminio;;comunista;pittore italiano del Rinascimento;2;
S09372;Q1526380;umano;Giovanni Speranza;Giovanni Speranza;1906;1982;m;m;Italia;Italia;Terni;Gießen;imbianchino|pittore;calciatore;Erminio;;comunista;calciatore italiano;2;
S09576;Q3766106;umano;Giovan Battista Spinelli;Giovan Battista Spinelli;1917;1613;m;m;Italia;;Siracusa;Chieti;calzolaio;pittore;;;socialista;pittore italiano;4;Giovan Battista Spinelli
S09576;Q108431563;umano;Giovan Battista Spinelli;Giovanni Battista Spinelli conte di Cariati e duca di Castrovillari;1917;0;m;m;Italia;;Siracusa;;calzolaio;;;;socialista;;4;Giovan Battista Spinelli
T00176;Q133693403;umano;Ottavio Taddei;Q133693403;1888;1926;m;m;Italia;;Sambuca Pistoiese;;commerciante;cantante;Beniamino;;antifascista;;1;
T00593;Q102076138;umano;Angelo Tamburlini;Angelo Tamburlini;1906;1852;m;m;Italia;;Trieste;Venezia;battirame;cantante lirico;Giovanni;;comunista;basso (1852-1896);1;
T01301;Q139447152;umano;Paolo Taticchi;Q139447152;1886;0;m;m;Italia;;Perugia;;ferroviere ex;professore universitario;Geremia;;socialista;;3;
T01805;Q3665547;umano;Cesare Teofilato;Cesare Teofilato;1881;1881;m;m;Italia;Italia|Regno d'Italia;Francavilla Fontana;Francavilla Fontana;insegnante;bibliotecario|politico|storico;Tommaso;;socialista;storico, bibliotecario e politico italiano (1881-1961);1;
T03458;Q15676636;umano;Oreste Tommasini;Oreste Tommasini;-1000;1844;m;m;Italia;Regno d'Italia;Gualdo Tadino;Roma;calzolaio;medievista|politico|storico;Rinaldo;;comunista;storico italiano (1844-1919);1;
T04311;Q1526455;umano;Giovanni Toscani;Giovanni Toscani;1888;1370;m;m;Italia;;Torricella Del Pizzo;Firenze;contadino;pittore;Carlo;;comunista;pittore italiano;1;Giovanni Toscani
T04370;Q3840210;umano;Luigi Toselli;Luigi Toselli;1906;1876;m;m;Italia;Regno d'Italia;Peveragno;Alessandria;muratore;militare;Lorenzo;;antifascista;militare italiano;1;
T04448;Q247140;umano;Giuseppe Tosi;Giuseppe Tosi;1883;1916;m;m;Italia;Italia|Regno d'Italia;Conturbia;Borgo Ticino;manovale;atleta;Santino;;anarchico;discobolo e attore italiano (1916-1981);5;
T04448;Q16561071;umano;Giuseppe Tosi;Giuseppe Tosi;1883;1900;m;m;Italia;Italia|Regno d'Italia;Conturbia;Vercelli;manovale;calciatore;Santino;;anarchico;calciatore italiano (1900-1981);5;
T04448;Q124860408;umano;Giuseppe Tosi;Giuseppe Tosi;1883;1712;m;m;Italia;Italia;Conturbia;Urbino;manovale;architetto|intagliatore|xilografo;Santino;;anarchico;architetto e intagliatore italiano (1712-1793);5;
T04448;Q61482528;umano;Giuseppe Tosi;Giuseppe Tosi;1883;1951;m;m;Italia;Italia;Conturbia;;manovale;filosofo|professore universitario;Santino;;anarchico;filosofo italiano (1951-);5;
T04448;Q134475778;umano;Giuseppe Tosi;Q134475778;1883;1959;m;m;Italia;;Conturbia;Salerno;manovale;italianista;Santino;;anarchico;italianista (1959-);5;
T05032;Q112399939;umano;Angelo Trento;Angelo Trento;1879;1942;m;m;Italia;Italia|Regno d'Italia;Agrigento;;;insegnante;Filippo;;antifascista;docente italiano;2;
T05032;Q127252833;umano;Angelo Trento;Angelo Trento;1879;0;m;m;Italia;Stati Uniti d'America;Agrigento;;;giocatore di football americano;Filippo;;antifascista;American football player (1934), Syracuse;2;
T05463;Q19722188;umano;Carlo Trombetta;Carlo Trombetta;1875;0;m;m;Italia;Italia;Brescia;;meccanico;pugile;Paolo;;anarchico|sovversivo;pugile italiano;4;
T05463;Q133789081;umano;Carlo Trombetta;Q133789081;1875;1936;m;m;Italia;;Brescia;;meccanico;psicologo;Paolo;;anarchico|sovversivo;;4;
T05814;Q136102554;umano;Francesco Tulli;Francesco Tulli;1865;1932;m;m;Italia;Italia;Fermo;;giardiniere|operaio;artista|grafico di francobolli;Pasquale;;antifascista;Italian artist and postage stamp designer (1932-2022);3;
T05814;Q1351543;umano;Francesco Tulli;Francesco Tullio Altan;1865;1942;m;m;Italia;Italia|Regno d'Italia;Fermo;Treviso;giardiniere|operaio;fumettista;Pasquale;Carlo;antifascista;fumettista, disegnatore e sceneggiatore italiano;3;
T05814;Q21651807;umano;Francesco Tulli;Francesco Tullio;1865;1877;m;m;Italia;Italia|Regno d'Italia;Fermo;Udine;giardiniere|operaio;politico;Pasquale;;antifascista;imprenditore e politico italiano (1877-1969), senatore sotto il fascismo;3;
U00155;Q16619076;umano;Ugo Ugoletti;Ugo Ugoletti;1893;0;m;m;Italia;Italia;Roccatederighi;;pubblicista;giornalista;Mariano;;repubblicano;giornalista italiano;1;
U00177;Q131085772;umano;Giovanni Ugolini;Giovanni Ugolini;1902;1928;m;m;Italia;;Bologna;;falegname;compositore;Angelo;;comunista;compositore (1928-1978);2;
U00177;Q135372184;umano;Giovanni Ugolini;Giovanni Ugolini;1902;1999;m;m;Italia;San Marino;Bologna;;falegname;cestista;Angelo;;comunista;Sammarinese basketball player (born 1999);2;
V01124;Q64761007;umano;Luigi Vannini;Luigi Vannini de Theodoli;1857;0;m;m;Italia;;Este;;;sacerdote cattolico|vescovo cattolico;Eugenio;;anarchico;vescovo cattolico;1;
V01153;Q56323762;umano;Pietro Vannoni;Pietro Vannoni;1876;1802;m;m;Italia;Regno d'Italia;Chinodino;Firenze;manovale ferroviario ex;medico;Massimo;;socialista;;1;
V01576;Q102284429;umano;Alfonso Vecchi;Alfonso Vecchione;1879;0;m;m;Italia;;Modena;;operaio;compositore;Luigi;;anarchico;compositore;1;
V02525;Q20096885;umano;Giuseppe Verga;Giuseppe Vergani;1869;1662;m;m;Italia;;Milano;;ebanista;ragioniere commercialista|scrittore;Luigi;;anarchico;scrittore italiano del XVIII secolo;4;
V02525;Q120126209;umano;Giuseppe Verga;Giuseppe Vergara;1869;0;m;m;Italia;Italia;Milano;;ebanista;cardiologo;Luigi;;anarchico;cardiologo italiano;4;
V02525;Q120126210;umano;Giuseppe Verga;Giuseppe Vergara;1869;1941;m;m;Italia;Italia|Regno d'Italia;Milano;Frattamaggiore;ebanista;agiografo|classicista|insegnante di scuola superiore|studioso di letteratura;Luigi;;anarchico;studioso di letteratura italiano (1941-);4;
V02525;Q114371072;umano;Giuseppe Verga;Giuseppe Vergaro;1869;0;m;;Italia;;Milano;;ebanista;ricercatore;Luigi;;anarchico;researcher;4;
V03724;Q42234006;umano;Francesco Villa;Francesco Villa;1880;0;m;m;Italia;;Cassano D'Adda;;muratore|operaio;ricercatore;Giuseppe;;comunista;researcher;15;
V03724;Q17275692;umano;Francesco Villa;Francesco Villa;1880;1967;m;m;Italia;Italia;Cassano D'Adda;Milano;muratore|operaio;attore;Giuseppe;;comunista;attore italiano (1967-);15;
V03724;Q3750802;umano;Francesco Villa;Francesco Villa;1880;1933;m;m;Italia;Italia;Cassano D'Adda;Castelnuovo Rangone;muratore|operaio;imprenditore|motociclista|pilota motociclistico;Giuseppe;;comunista;pilota motociclistico e imprenditore italiano (1933-2020);15;
V03724;Q10284484;umano;Francesco Villa;Francesco Villa;1880;1801;m;m;Italia;Regno d'Italia;Cassano D'Adda;Milano;muratore|operaio;professore universitario|studioso;Giuseppe;;comunista;studioso di ragioneria italiano;15;
V03724;Q136241835;umano;Francesco Villa;Francesco Villa;1880;1997;m;m;Italia;Italia;Cassano D'Adda;;muratore|operaio;cestista;Giuseppe;;comunista;Italian basketball player (born 1997);15;
V03724;Q21501581;umano;Francesco Villa;Francesco Villa;1880;0;m;m;Italia;;Cassano D'Adda;;muratore|operaio;sceneggiatore;Giuseppe;;comunista;screenwriter;15;
V03724;Q42621651;umano;Francesco Villa;Francesco Villani;1880;0;m;m;Italia;;Cassano D'Adda;;muratore|operaio;ricercatore;Giuseppe;;comunista;researcher;15;
V03724;Q516452;umano;Francesco Villa;Francesco Villamena;1880;1564;m;m;Italia;;Cassano D'Adda;Assisi;muratore|operaio;artista visuale|calcografo|incisore|intagliatore|pittore;Giuseppe;;comunista;incisore italiano;15;
V03724;Q63996349;umano;Francesco Villa;Francesco Villani;1880;1827;m;m;Italia;Regno d'Italia;Cassano D'Adda;Pistoia;muratore|operaio;militare|politico;Giuseppe;;comunista;militare e politico italiano (1827-1902), deputato del Regno d'Italia;15;
V03724;Q63974441;umano;Francesco Villa;Francesco Villani;1880;1820;m;m;Italia;Regno d'Italia;Cassano D'Adda;Avellino;muratore|operaio;politico;Giuseppe;;comunista;politico italiano (1820-1882), deputato del Regno d'Italia e sindaco di Avellino;15;
V03724;Q93251218;umano;Francesco Villa;Francesco Villardi;1880;1781;m;m;Italia;;Cassano D'Adda;Verona;muratore|operaio;erudito|poeta|predicatore|scrittore;Giuseppe;;comunista;poeta, scrittore;15;
V03724;Q3750801;pagina di disambiguazione di un progetto Wikimedia;Francesco Villa;Francesco Villa;1880;0;m;;Italia;;Cassano D'Adda;;muratore|operaio;;Giuseppe;;comunista;pagina di disambiguazione di un progetto Wikimedia;15;
V03724;Q192278;umano;Francesco Villa;Pancho Villa;1880;1878;m;m;Italia;Messico;Cassano D'Adda;San Juan del Río del Centauro del Norte;muratore|operaio;eroe nazionale|partigiano|politico|rivoluzionario;Giuseppe;;comunista;rivoluzionario e guerrigliero messicano;15;Francesco Villa
V03724;Q136241834;umano;Francesco Villa;Francesco Villani;1880;1969;m;m;Italia;;Cassano D'Adda;;muratore|operaio;cestista;Giuseppe;;comunista;basketball player (born 1969);15;
V03724;Q58303326;umano;Francesco Villa;Francesco L. Villante;1880;0;m;m;Italia;;Cassano D'Adda;;muratore|operaio;ricercatore;Giuseppe;;comunista;researcher, ORCID id # 0000-0001-7667-4499;15;Francesco Villante
V04028;Q16269454;umano;Antonio Violante;António Violante;1894;1956;m;m;Italia;Portogallo;Barletta;Leiria;impiegato;allenatore di calcio|calciatore;Ettore;;anarchico;calciatore portoghese;1;
V04173;Q1451718;umano;Bartolomeo Visconti;Bartolomeo Visconti;1896;1402;m;m;Italia;;Gaiole in Chianti;Milano;bracciante;sacerdote cattolico|vescovo|vescovo cattolico;Giovanni;;antifascista;cardinale italiano;3;Bartolomeo Visconti
V04173;Q76374146;umano;Bartolomeo Visconti;Bartolomeo Visconti;1896;0;m;m;Italia;;Gaiole in Chianti;;bracciante;;Giovanni;Ottorino;antifascista;Peerage person ID=720134;3;
V04173;Q112630270;umano;Bartolomeo Visconti;Bartolomeo Visconti;1896;0;m;m;Italia;;Gaiole in Chianti;;bracciante;;Giovanni;;antifascista;;3;
V04211;Q56756133;umano;Francesco Visentin;Francesco Visentin;1902;0;m;m;Italia;;Treviso;;bracciante;ricercatore;Antonio;;socialista;researcher;2;
V04211;Q136451599;umano;Francesco Visentin;Q136451599;1902;1733;m;m;Italia;;Treviso;Sacile;bracciante;medico;Antonio;;socialista;medico italiano (1733-1773);2;Francesco Visentini
V04932;Q1362112;umano;Giuseppe Volpi;Giuseppe Volpi;1889;1877;m;m;Italia;Italia|Regno d'Italia;Cisterna;Venezia;;collezionista d'arte|imprenditore|politico;Valentino;;;primo conte di Misurata, imprenditore e politico italiano (1877-1947);6;
V04932;Q28599892;umano;Giuseppe Volpi;Giuseppe Volpi;1889;1680;m;m;Italia;;Cisterna;Bitetto;;storico;Valentino;;;nobile e letterato italiano (1680-1756);6;
V04932;Q114336575;umano;Giuseppe Volpi;Giuseppe Volpi;1889;1843;m;m;Italia;;Cisterna;Lovere;;;Valentino;;;(Lovere 1843-10-04 - Monte Suello 1861 - Morto per le ferite riportate in battaglia (3ª guerra d'Indipendenza));6;
V04932;Q96379510;umano;Giuseppe Volpi;Giuseppe Volpi;1889;1908;m;m;Italia;;Cisterna;;;marittimo;Valentino;;;Italian sailor;6;
V04932;Q52903255;scuola secondaria di primo grado;Giuseppe Volpi;scuola di primo grado Giuseppe Volpi;1889;0;m;;Italia;;Cisterna;;;;Valentino;;;scuola primo grado di Venezia in provincia di Venezia (Italia) [codice scuola: VEMM83401X];6;
V04932;Q1528720;umano;Giuseppe Volpi;Giuseppe Volpini;1889;1670;m;m;Italia;Germania;Cisterna;;;medaglista|scultore;Valentino;;;scultore italiano;6;Giuseppe Volpini
W00019;Q133640975;umano;Luigi Weber;Q133640975;1877;1972;m;;Italia;;Trieste;;esercente;italianista;Francesco;;repubblicano;;1;
Z00981;Q111986834;umano;Vittorio Zanetti;Vittorio Zanetti;1888;0;m;;Italia;;Ancona;Murano;ferroviere;artista;Alberto;;anarchico;artist, born Murano, Italy 1861;4;
Z00981;Q65708035;umano;Vittorio Zanetti;Vittorio Zanetti;1888;0;m;m;Italia;;Ancona;;ferroviere;correspondence chess player;Alberto;;anarchico;correspondence chess player;4;
Z00981;Q4015583;umano;Vittorio Zanetti;Vittorio Zanetti (calciatore);1888;1943;m;m;Italia;Italia|Regno d'Italia;Ancona;Forlì;ferroviere;calciatore;Alberto;;anarchico;calciatore e allenatore di calcio italiano (1943-2019);4;Vittorio Zanetti (calciatore)
Z00981;Q28021396;pagina di disambiguazione di un progetto Wikimedia;Vittorio Zanetti;Vittorio Zanetti;1888;0;m;;Italia;;Ancona;;ferroviere;;Alberto;;anarchico;pagina di disambiguazione di un progetto Wikimedia;4;
Z02776;Q15449736;umano;Giuseppe Zoppi;Giuseppe Zoppi;1913;1896;m;m;Italia;Svizzera;Castiglione D'Adda;Broglio;impiegato;critico letterario|filologo|professore universitario|scrittore|teorico della letteratura|traduttore;Angelo;;antifascista;filologo, critico letterario, professore universitario, teorico della letteratura, traduttore;1;
Z03033;Q83688;umano;Francesco Zucchet;Francesco Zucchetti;1903;1902;m;m;Italia;Italia|Regno d'Italia;San Vito al Tagliamento;Cernusco sul Naviglio;operaio motorista;ciclista;Giuseppe;;antifascista;pistard e ciclista su strada italiano;1;
Z03220;Q57000978;umano;Giovanni Zuliani;Giovanni Zuliani;1871;0;m;m;Italia;;Udine;;operaio;ricercatore;Luigi;;socialista;researcher;2;
Z03220;Q43140624;umano;Giovanni Zuliani;Giovanni Zuliani;1871;1836;m;m;Italia;Regno d'Italia;Udine;Villafranca Piemonte;operaio;artista;Luigi;;socialista;Italian artist;2;
